100 9900
94 21 5
94 22 2
94 23 3
94 24 2
94 25 6
94 26 9
94 27 1
94 28 8
94 29 6
94 30 2
94 31 5
94 32 6
94 33 6
94 34 6
94 35 4
94 36 2
94 37 10
94 38 2
94 39 4
94 40 9
94 41 5
94 42 7
94 43 5
94 44 10
94 45 10
94 46 4
94 47 9
94 48 6
94 49 7
94 50 4
94 51 6
94 52 8
94 53 8
94 54 10
94 55 9
94 56 2
94 57 10
94 58 1
94 59 7
94 60 5
94 61 2
94 62 9
94 63 5
94 64 1
94 65 4
94 66 3
94 67 2
94 68 2
94 69 9
94 70 5
94 71 2
94 72 10
94 73 2
94 74 6
94 75 8
94 76 6
94 77 1
94 78 9
94 79 6
94 80 5
94 81 5
94 82 4
94 83 5
94 84 2
94 85 4
94 86 1
94 87 7
94 88 6
94 89 1
94 90 1
94 91 4
94 92 8
94 93 7
94 95 1
94 96 1
94 97 5
94 98 1
94 99 7
95 0 5
95 1 8
95 2 5
95 3 6
95 4 10
95 5 8
95 6 2
95 7 6
95 8 1
95 9 5
95 10 8
95 11 3
95 12 6
95 13 7
95 14 5
95 15 5
95 16 10
95 17 2
95 18 4
95 19 10
95 20 1
95 21 10
95 22 3
95 23 10
95 24 8
95 25 4
95 26 4
95 27 4
95 28 10
95 29 10
95 30 9
95 31 3
95 32 6
95 33 1
95 34 7
95 35 7
95 36 6
95 37 1
95 38 9
95 39 4
95 40 1
95 41 2
95 42 10
95 43 4
95 44 1
95 45 3
95 46 1
95 47 7
95 48 7
95 49 7
95 50 5
95 51 2
95 52 8
95 53 1
95 54 9
95 55 8
95 56 10
95 57 3
95 58 10
95 59 6
95 60 7
95 61 7
95 62 6
95 63 10
95 64 8
95 65 7
95 66 6
95 67 10
95 68 4
95 69 9
95 70 6
95 71 5
95 72 7
95 73 3
95 74 10
95 75 2
95 76 4
95 77 2
95 78 10
95 79 2
95 80 10
95 81 2
95 82 7
95 83 8
95 84 1
95 85 2
95 86 8
95 87 9
95 88 8
95 89 1
95 90 10
95 91 7
95 92 3
95 93 1
95 94 9
95 96 3
95 97 2
95 98 2
95 99 5
96 0 8
96 1 7
96 2 2
96 3 6
96 4 8
96 5 2
96 6 4
96 7 1
96 8 10
96 9 4
96 10 10
96 11 10
96 12 2
96 13 7
96 14 8
96 15 7
96 16 10
96 17 5
96 18 6
96 19 2
96 20 5
96 21 10
96 22 9
96 23 5
96 24 7
96 25 4
96 26 7
96 27 4
96 28 1
96 29 10
96 30 6
96 31 2
96 32 1
96 33 7
96 34 8
96 35 7
96 36 9
96 37 1
96 38 10
96 39 6
96 40 5
96 41 10
96 42 9
96 43 2
96 44 5
96 45 6
96 46 7
96 47 4
96 48 8
96 49 1
96 50 9
96 51 8
96 52 8
96 53 3
96 54 5
96 55 3
96 56 4
96 57 4
96 58 2
96 59 3
96 60 3
96 61 2
96 62 9
96 63 8
96 64 7
96 65 2
96 66 2
96 67 6
96 68 2
96 69 6
96 70 2
96 71 10
96 72 10
96 73 6
96 74 5
96 75 4
96 76 7
96 77 7
96 78 5
96 79 7
96 80 10
96 81 9
96 82 9
96 83 9
96 84 10
96 85 1
96 86 9
96 87 4
96 88 1
96 89 9
96 90 9
96 91 4
96 92 8
96 93 4
96 94 5
96 95 8
96 97 3
96 98 3
96 99 10
97 0 3
97 1 8
97 2 8
97 3 8
97 4 5
97 5 7
97 6 4
97 7 2
97 8 10
97 9 5
97 10 8
97 11 7
97 12 10
97 13 10
97 14 5
97 15 7
97 16 9
97 17 8
97 18 3
97 19 7
97 20 1
97 21 8
97 22 3
97 23 3
97 24 4
97 25 9
97 26 7
97 27 2
97 28 10
97 29 3
97 30 7
97 31 5
97 32 9
97 33 6
97 34 8
97 35 2
97 36 9
97 37 10
97 38 5
97 39 4
97 40 5
97 41 2
97 42 9
97 43 2
97 44 6
97 45 7
97 46 7
97 47 6
97 48 6
97 49 6
97 50 8
97 51 3
97 52 3
97 53 7
97 54 6
97 55 6
97 56 4
97 57 2
97 58 2
97 59 3
97 60 1
97 61 4
97 62 7
97 63 1
97 64 9
97 65 1
97 66 4
97 67 4
97 68 6
97 69 9
97 70 5
97 71 7
97 72 9
97 73 8
97 74 3
97 75 8
97 76 5
97 77 9
97 78 9
97 79 1
97 80 1
97 81 9
97 82 7
97 83 10
97 84 2
97 85 5
97 86 6
97 87 4
97 88 5
97 89 5
97 90 2
97 91 7
97 92 1
97 93 9
97 94 9
97 95 3
97 96 2
97 98 7
97 99 8
98 0 8
98 1 2
98 2 6
98 3 3
98 4 10
98 5 8
98 6 8
98 7 6
98 8 3
98 9 8
98 10 7
98 11 4
98 12 5
98 13 10
98 14 5
98 15 2
98 16 1
98 17 7
98 18 5
98 19 10
98 20 2
98 21 2
98 22 6
98 23 2
98 24 9
98 25 7
98 26 8
98 27 10
98 28 5
98 29 7
98 30 4
98 31 1
98 32 10
98 33 3
98 34 6
98 35 10
98 36 2
98 37 9
98 38 1
98 39 7
98 40 6
98 41 6
98 42 9
98 43 9
98 44 3
98 45 2
98 46 6
98 47 8
98 48 5
98 49 1
98 50 4
98 51 2
98 52 4
98 53 2
98 54 9
98 55 5
98 56 5
98 57 5
98 58 6
98 59 5
98 60 5
98 61 8
98 62 4
98 63 10
98 64 7
98 65 2
98 66 2
98 67 9
98 68 7
98 69 10
98 70 5
98 71 1
98 72 3
98 73 3
98 74 8
98 75 3
98 76 8
98 77 2
98 78 2
98 79 3
98 80 10
98 81 5
98 82 9
98 83 7
98 84 10
98 85 6
98 86 8
98 87 8
98 88 7
98 89 9
98 90 2
98 91 6
98 92 6
98 93 10
98 94 4
98 95 4
98 96 1
98 97 3
98 99 10
99 0 9
99 1 9
99 2 5
99 3 7
99 4 7
99 5 8
99 6 2
99 7 5
99 8 8
99 9 3
99 10 5
99 11 6
99 12 2
99 13 4
99 14 4
99 15 8
99 16 5
99 17 4
99 18 6
99 19 4
99 20 10
99 21 2
99 22 2
99 23 9
99 24 5
99 25 2
99 26 2
99 27 9
99 28 1
99 29 9
99 30 8
99 31 2
99 32 2
99 33 3
99 34 1
99 35 8
99 36 5
99 37 2
99 38 3
99 39 10
99 40 6
99 41 6
99 42 4
99 43 5
99 44 4
99 45 10
99 46 3
99 47 1
99 48 1
99 49 3
99 50 10
99 51 2
99 52 3
99 53 5
99 54 10
99 55 2
99 56 3
99 57 7
99 58 3
99 59 5
99 60 9
99 61 4
99 62 3
99 63 1
99 64 5
99 65 7
99 66 2
99 67 7
99 68 9
99 69 7
99 70 10
99 71 1
99 72 8
99 73 5
99 74 9
99 75 4
99 76 1
99 77 3
99 78 1
99 79 2
99 80 1
99 81 7
99 82 6
99 83 2
99 84 3
99 85 6
99 86 6
99 87 10
99 88 9
99 89 1
99 90 2
99 91 2
99 92 3
99 93 5
99 94 7
99 95 2
99 96 5
99 97 8
99 98 2
